idHH_clean,salaire_mensuel,hhmilieu2,hhreg,q4a_02,metier_trouve,score_individuel_epm
000000136908,650000.0,1,22,Non,Ouvrier agricole,43.86775385560296
000000136908,650000.0,1,22,Non,Ouvrier agricole,43.86775385560296
000000136908,650000.0,1,22,Non,Ouvrier agricole,43.86775385560296
000000136908,650000.0,1,22,Non,Ouvrier agricole,53.86775385560296
000000136909,1535000.0,1,22,Oui,Gestionnaire de crédit,78.44482190690525
000000136909,1535000.0,1,22,Non,Gestionnaire de crédit,58.444821906905254
000000136909,650000.0,1,22,Non,Ouvrier agricole,53.86775385560296
000000136910,370000.0,1,22,Oui,Mécanicien,64.24360019599882
000000136910,370000.0,1,22,Oui,Mécanicien,64.24360019599882
000000136911,325000.0,1,22,Non,Vendeur,52.94924869771129
000000136911,550000.0,1,22,Oui,Vendeur,68.2003371671835
000000136911,650000.0,1,22,Non,Ouvrier agricole,43.86775385560296
000000136911,650000.0,1,22,Non,Ouvrier agricole,43.86775385560296
000000136911,650000.0,1,22,Non,Ouvrier agricole,43.86775385560296
000000136911,650000.0,1,22,Non,Ouvrier agricole,43.86775385560296
000000136912,425000.0,1,22,Oui,Chauffeur,65.62686888795693
000000136912,500000.0,1,22,Oui,Ingénieur production,76.2490180321911
000000136912,650000.0,1,22,Non,Ouvrier agricole,53.86775385560296
000000137001,500000.0,2,23,Oui,Ouvrier agricole,31.249018032191106
000000137001,500000.0,2,23,Oui,Ouvrier agricole,31.249018032191106
000000137001,650000.0,2,23,Non,Ouvrier agricole,23.867753855602967
000000137002,500000.0,2,23,Oui,Ingénieur production,46.2490180321911
000000137002,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137002,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137002,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137002,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137002,650000.0,2,23,Non,Ouvrier agricole,23.867753855602967
000000137003,500000.0,2,23,Oui,Ouvrier agricole,31.249018032191106
000000137003,500000.0,2,23,Oui,Ouvrier agricole,31.249018032191106
000000137003,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137003,650000.0,2,23,Non,Ouvrier agricole,23.867753855602967
000000137003,650000.0,2,23,Non,Ouvrier agricole,23.867753855602967
000000137004,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137004,500000.0,2,23,Oui,Ouvrier agricole,31.249018032191106
000000137004,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137004,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137005,550000.0,2,23,Oui,Vendeur,38.2003371671835
000000137005,500000.0,2,23,Oui,Ouvrier agricole,31.249018032191106
000000137005,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137005,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137005,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137006,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137006,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137006,650000.0,2,23,Non,Ouvrier agricole,23.867753855602967
000000137007,500000.0,2,23,Oui,Ouvrier agricole,31.249018032191106
000000137007,500000.0,2,23,Oui,Ouvrier agricole,31.249018032191106
000000137007,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137007,650000.0,2,23,Non,Ouvrier agricole,23.867753855602967
000000137007,650000.0,2,23,Non,Ouvrier agricole,23.867753855602967
000000137008,775000.0,2,23,Non,Secrétaire,31.623371567798948
000000137008,500000.0,2,23,Oui,Ouvrier agricole,31.249018032191106
000000137008,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137008,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137008,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137008,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137009,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137010,550000.0,2,23,Oui,Vendeur,38.2003371671835
000000137010,550000.0,2,23,Non,Vendeur,18.200337167183495
000000137010,650000.0,2,23,Non,Ouvrier agricole,23.867753855602967
000000137010,650000.0,2,23,Non,Ouvrier agricole,23.867753855602967
000000137010,550000.0,2,23,Non,Vendeur,28.20033716718349
000000137011,500000.0,2,23,Oui,Ouvrier agricole,31.249018032191106
000000137011,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137012,500000.0,2,23,Oui,Ingénieur production,46.2490180321911
000000137012,500000.0,2,23,Non,Ingénieur production,26.249018032191106
000000137012,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137012,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137012,650000.0,2,23,Non,Ouvrier agricole,13.867753855602965
000000137012,650000.0,2,23,Non,Ouvrier agricole,23.867753855602967
000000137101,500000.0,2,62,Oui,Ouvrier agricole,31.249018032191106
000000137101,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137101,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137102,500000.0,2,62,Oui,Ouvrier agricole,31.249018032191106
000000137102,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137102,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137102,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137102,650000.0,2,62,Non,Ouvrier agricole,23.867753855602967
000000137103,500000.0,2,62,Oui,Ouvrier agricole,31.249018032191106
000000137103,500000.0,2,62,Non,Ouvrier agricole,11.249018032191106
000000137103,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137103,650000.0,2,62,Non,Ouvrier agricole,23.867753855602967
000000137103,650000.0,2,62,Non,Ouvrier agricole,23.867753855602967
000000137104,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137105,500000.0,2,62,Oui,Ouvrier agricole,31.249018032191106
000000137105,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137105,650000.0,2,62,Non,Ouvrier agricole,23.867753855602967
000000137106,500000.0,2,62,Non,Ouvrier agricole,21.24901803219111
000000137106,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137107,500000.0,2,62,Oui,Ouvrier agricole,31.249018032191106
000000137108,550000.0,2,62,Non,Vendeur,28.20033716718349
000000137109,500000.0,2,62,Oui,Ouvrier agricole,31.249018032191106
000000137109,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137109,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137110,500000.0,2,62,Oui,Ouvrier agricole,31.249018032191106
000000137110,650000.0,2,62,Non,Ouvrier agricole,13.867753855602965
000000137110,650000.0,2,62,Non,Ouvrier agricole,23.867753855602967
000000137111,500000.0,2,62,Oui,Ouvrier agricole,31.249018032191106
000000137111,500000.0,2,62,Non,Ouvrier agricole,11.249018032191106
000000137111,650000.0,2,62,Non,Ouvrier agricole,23.867753855602967
000000137112,500000.0,2,62,Oui,Ouvrier agricole,31.249018032191106
000000137201,550000.0,1,61,Oui,Vendeur,68.2003371671835
000000137202,550000.0,1,61,Oui,Vendeur,68.2003371671835
000000137202,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137202,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137202,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137202,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137202,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137202,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137203,500000.0,1,61,Non,Ingénieur production,66.2490180321911
000000137204,650000.0,1,61,Oui,Ouvrier agricole,63.86775385560297
000000137204,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137204,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137205,500000.0,1,61,Oui,Ingénieur production,76.2490180321911
000000137205,500000.0,1,61,Non,Ingénieur production,56.24901803219111
000000137205,500000.0,1,61,Non,Ingénieur production,56.24901803219111
000000137205,500000.0,1,61,Non,Ingénieur production,56.24901803219111
000000137205,500000.0,1,61,Non,Ingénieur production,56.24901803219111
000000137205,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137206,500000.0,1,61,Non,Ingénieur production,66.2490180321911
000000137206,500000.0,1,61,Non,Ingénieur production,66.2490180321911
000000137206,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137207,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137207,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137208,500000.0,1,61,Oui,Ingénieur production,76.2490180321911
000000137208,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137208,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137209,300000.0,1,61,Non,Caissier,52.15031975942688
000000137209,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137209,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137209,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137210,500000.0,1,61,Non,Ouvrier agricole,51.24901803219111
000000137210,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137211,716866.0,1,61,Oui,Serveur,70.84508857946628
000000137211,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137211,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137212,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137212,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137212,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137212,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137212,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137212,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137301,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137301,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137301,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137301,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137302,375000.0,1,51,Non,Chauffeur,54.37757923365959
000000137302,370000.0,1,51,Non,Mécanicien,54.24360019599882
000000137302,500000.0,1,51,Non,Ouvrier agricole,51.24901803219111
000000137302,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137302,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137302,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137302,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000137302,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000137303,500000.0,1,51,Oui,Ouvrier agricole,61.2490180321911
000000137303,550000.0,1,51,Oui,Vendeur,68.2003371671835
000000137303,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000137303,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000137304,500000.0,1,51,Oui,Ouvrier agricole,61.2490180321911
000000137304,370000.0,1,51,Non,Mécanicien,54.24360019599882
000000137304,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137305,500000.0,1,51,Oui,Ouvrier agricole,61.2490180321911
000000137305,550000.0,1,51,Non,Vendeur,48.20033716718349
000000137305,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137305,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137305,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137305,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137306,500000.0,1,51,Oui,Ouvrier agricole,61.2490180321911
000000137306,550000.0,1,51,Non,Vendeur,48.20033716718349
000000137306,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000137307,475000.0,1,51,Non,Mécanicien,56.737044542107306
000000137307,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137307,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137307,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137308,500000.0,1,51,Oui,Ouvrier agricole,61.2490180321911
000000137308,550000.0,1,51,Non,Vendeur,48.20033716718349
000000137308,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137308,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137308,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137308,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137308,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000137309,550000.0,1,51,Oui,Vendeur,68.2003371671835
000000137309,550000.0,1,51,Non,Vendeur,48.20033716718349
000000137309,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000137310,500000.0,1,51,Oui,Ingénieur production,76.2490180321911
000000137310,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137310,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137310,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137310,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137311,500000.0,1,51,Oui,Ouvrier agricole,61.2490180321911
000000137311,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137311,500000.0,1,51,Non,Ouvrier agricole,41.24901803219111
000000137311,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137311,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000137312,500000.0,1,51,Oui,Ouvrier agricole,61.2490180321911
000000137312,500000.0,1,51,Non,Ouvrier agricole,41.24901803219111
000000137401,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137401,650000.0,2,22,Non,Ouvrier agricole,23.867753855602967
000000137402,650000.0,2,22,Oui,Ouvrier agricole,33.86775385560297
000000137402,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137402,650000.0,2,22,Non,Ouvrier agricole,23.867753855602967
000000137402,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137402,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137402,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137403,650000.0,2,22,Oui,Ouvrier agricole,33.86775385560297
000000137403,475000.0,2,22,Non,Enseignant privé,26.737044542107302
000000137403,475000.0,2,22,Non,Enseignant privé,26.737044542107302
000000137403,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137403,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137403,650000.0,2,22,Non,Ouvrier agricole,23.867753855602967
000000137403,650000.0,2,22,Non,Ouvrier agricole,23.867753855602967
000000137403,650000.0,2,22,Non,Ouvrier agricole,23.867753855602967
000000137403,650000.0,2,22,Non,Ouvrier agricole,23.867753855602967
000000137404,425000.0,2,22,Non,Chauffeur,25.62686888795692
000000137404,550000.0,2,22,Non,Vendeur,28.20033716718349
000000137404,550000.0,2,22,Non,Vendeur,28.20033716718349
000000137404,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137404,650000.0,2,22,Non,Ouvrier agricole,23.867753855602967
000000137405,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137405,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137405,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137406,425000.0,2,22,Non,Chauffeur,25.62686888795692
000000137406,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137406,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137406,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137407,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137408,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137408,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137409,500000.0,2,22,Oui,Ingénieur production,46.2490180321911
000000137409,650000.0,2,22,Non,Ouvrier agricole,23.867753855602967
000000137409,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137409,775000.0,2,22,Non,Secrétaire,31.623371567798948
000000137410,500000.0,2,22,Oui,Ingénieur production,46.2490180321911
000000137410,500000.0,2,22,Oui,Ingénieur production,46.2490180321911
000000137410,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137410,650000.0,2,22,Non,Ouvrier agricole,23.867753855602967
000000137411,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137411,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137411,650000.0,2,22,Non,Ouvrier agricole,13.867753855602965
000000137412,550000.0,2,22,Oui,Vendeur,38.2003371671835
000000137412,600000.0,2,22,Non,Infirmier,29.068823637668935
000000137412,650000.0,2,22,Non,Ouvrier agricole,23.867753855602967
000000137501,650000.0,2,33,Oui,Ouvrier agricole,33.86775385560297
000000137501,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137501,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137502,500000.0,2,33,Oui,Ouvrier agricole,31.249018032191106
000000137502,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137502,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137502,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137502,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137502,650000.0,2,33,Non,Ouvrier agricole,23.867753855602967
000000137503,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137503,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137503,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137503,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137503,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137503,650000.0,2,33,Non,Ouvrier agricole,23.867753855602967
000000137503,650000.0,2,33,Non,Ouvrier agricole,23.867753855602967
000000137504,650000.0,2,33,Oui,Ouvrier agricole,33.86775385560297
000000137504,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137504,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137504,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137504,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137505,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137505,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137505,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137505,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137506,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137506,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137507,500000.0,2,33,Oui,Ouvrier agricole,31.249018032191106
000000137507,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137507,500000.0,2,33,Non,Ouvrier agricole,21.24901803219111
000000137507,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137507,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137507,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137508,500000.0,2,33,Non,Ouvrier agricole,21.24901803219111
000000137508,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137508,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137508,650000.0,2,33,Non,Ouvrier agricole,23.867753855602967
000000137509,500000.0,2,33,Oui,Ouvrier agricole,31.249018032191106
000000137509,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137509,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137509,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137509,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137509,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137509,650000.0,2,33,Non,Ouvrier agricole,23.867753855602967
000000137510,500000.0,2,33,Oui,Ouvrier agricole,31.249018032191106
000000137510,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137510,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137510,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137510,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137510,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137511,650000.0,2,33,Oui,Ouvrier agricole,33.86775385560297
000000137511,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137512,500000.0,2,33,Non,Ouvrier agricole,21.24901803219111
000000137512,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137512,650000.0,2,33,Non,Ouvrier agricole,13.867753855602965
000000137512,650000.0,2,33,Non,Ouvrier agricole,23.867753855602967
000000137601,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137601,650000.0,2,53,Non,Ouvrier agricole,23.867753855602967
000000137601,600000.0,2,53,Oui,Infirmier,39.068823637668935
000000137602,475000.0,2,53,Non,Enseignant privé,26.737044542107302
000000137603,650000.0,2,53,Non,Ouvrier agricole,23.867753855602967
000000137604,500000.0,2,53,Non,Ouvrier agricole,21.24901803219111
000000137604,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137604,650000.0,2,53,Non,Ouvrier agricole,23.867753855602967
000000137605,500000.0,2,53,Oui,Ouvrier agricole,31.249018032191106
000000137605,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137605,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137605,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137605,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137605,650000.0,2,53,Non,Ouvrier agricole,23.867753855602967
000000137605,500000.0,2,53,Non,Ouvrier agricole,21.24901803219111
000000137606,500000.0,2,53,Oui,Ouvrier agricole,31.249018032191106
000000137606,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137606,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137606,650000.0,2,53,Non,Ouvrier agricole,23.867753855602967
000000137607,475000.0,2,53,Non,Enseignant privé,26.737044542107302
000000137608,475000.0,2,53,Non,Enseignant privé,26.737044542107302
000000137608,550000.0,2,53,Oui,Vendeur,38.2003371671835
000000137608,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137608,650000.0,2,53,Non,Ouvrier agricole,23.867753855602967
000000137608,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137609,500000.0,2,53,Oui,Ouvrier agricole,31.249018032191106
000000137609,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137609,650000.0,2,53,Non,Ouvrier agricole,23.867753855602967
000000137610,500000.0,2,53,Oui,Ouvrier agricole,31.249018032191106
000000137610,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137610,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137610,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137610,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137611,650000.0,2,53,Oui,Ouvrier agricole,33.86775385560297
000000137611,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137611,500000.0,2,53,Oui,Ouvrier agricole,31.249018032191106
000000137611,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137611,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137611,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137611,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137611,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137612,500000.0,2,53,Oui,Ouvrier agricole,31.249018032191106
000000137612,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137612,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137612,650000.0,2,53,Non,Ouvrier agricole,13.867753855602965
000000137701,500000.0,1,61,Non,Ingénieur production,66.2490180321911
000000137701,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137702,1350000.0,1,61,Non,Chef cuisinier,67.16296451772087
000000137702,500000.0,1,61,Oui,Ingénieur production,76.2490180321911
000000137702,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137702,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137703,375000.0,1,61,Oui,Chauffeur,64.37757923365959
000000137703,500000.0,1,61,Non,Ouvrier agricole,51.24901803219111
000000137703,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137703,500000.0,1,61,Non,Ingénieur production,66.2490180321911
000000137703,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137703,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137703,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137703,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137703,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137704,650000.0,1,61,Oui,Ouvrier agricole,63.86775385560297
000000137704,550000.0,1,61,Oui,Vendeur,68.2003371671835
000000137704,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137704,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137705,500000.0,1,61,Oui,Ingénieur production,76.2490180321911
000000137705,370000.0,1,61,Oui,Mécanicien,64.24360019599882
000000137705,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137705,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137706,375000.0,1,61,Oui,Chauffeur,64.37757923365959
000000137706,550000.0,1,61,Oui,Vendeur,68.2003371671835
000000137706,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137706,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137706,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137707,500000.0,1,61,Oui,Ingénieur production,76.2490180321911
000000137707,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137707,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137707,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137707,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137707,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137707,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137707,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137708,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137708,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137708,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137708,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137709,370000.0,1,61,Oui,Mécanicien,64.24360019599882
000000137709,370000.0,1,61,Non,Mécanicien,54.24360019599882
000000137709,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137710,325000.0,1,61,Oui,Maçon,62.94924869771129
000000137710,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137711,350000.0,1,61,Non,Agent de sécurité confirmé,53.688941535547706
000000137711,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137711,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137711,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137712,325000.0,1,61,Oui,Maçon,62.94924869771129
000000137712,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137712,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137712,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000137712,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000137801,550000.0,2,43,Oui,Vendeur,38.2003371671835
000000137801,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000137801,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000137802,500000.0,2,43,Oui,Ingénieur production,46.2490180321911
000000137802,550000.0,2,43,Oui,Vendeur,38.2003371671835
000000137802,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
